timestamp,vm_id,cpu_util,memory_util,disk_io,network_traffic,response_time,load_score,hour_of_day,day_of_week
2024-01-01 00:00:00,vm_0,32.212155914593325,41.509034872670654,88,11.967753721736136,117.21472475118803,0.30906161817686045,0,0
2024-01-01 01:00:00,vm_0,30.458273242561475,27.49607409904117,101,68.8445985107883,101.6757181076519,0.25509160251043017,1,0
2024-01-01 02:00:00,vm_0,12.357230659718557,30.452460154085735,99,44.547172425738054,100.30934162981504,0.19081003975305746,2,0
2024-01-01 03:00:00,vm_0,25.576685864574543,32.976484071251875,84,116.01816851707967,110.62776993961548,0.2538873036479,3,0
2024-01-01 04:00:00,vm_0,29.00474676261247,20.434094318497685,94,158.2447595963595,110.19587668576357,0.23079962068024837,4,0
2024-01-01 05:00:00,vm_0,24.137617243904447,30.795819341247547,96,156.4814166415492,92.8938178711793,0.23569545414783216,5,0
2024-01-01 06:00:00,vm_0,24.208061753628566,34.977723200873804,106,295.0429052087027,96.3444646062114,0.2509032024596203,6,0
2024-01-01 07:00:00,vm_0,25.51041571904442,22.04611307726686,95,202.977871785204,96.91699835122583,0.21644680144846862,7,0
2024-01-01 08:00:00,vm_0,26.2320991525955,39.802664410110566,108,294.7779933442729,136.1871608414577,0.2896112541772968,8,0
2024-01-01 09:00:00,vm_0,55.49177151195251,59.71714058692138,100,57.347764596659665,171.40845919729924,0.47968189148749385,9,0
2024-01-01 10:00:00,vm_0,75.73647243294923,63.345053035888135,118,200.69883810410622,204.04411356646125,0.5863986942660459,10,0
2024-01-01 11:00:00,vm_0,69.02289542840587,79.42845433617532,86,111.41153854972288,194.7770458845515,0.6008877630759701,11,0
2024-01-01 12:00:00,vm_0,67.98677005385807,70.91550651056339,98,25.536078309129362,190.50290337305123,0.570694761096343,12,0
2024-01-01 13:00:00,vm_0,53.22781625051067,67.00422659842174,92,71.58609201580936,170.49521988761427,0.4913220327523536,13,0
2024-01-01 14:00:00,vm_0,64.64049727550466,91.21367361155035,88,848.8073965230519,186.95396293807335,0.6157845951118991,14,0
2024-01-01 15:00:00,vm_0,57.36777850450266,59.78817193559598,104,153.47704999046977,178.57571419833212,0.49066591550413147,15,0
2024-01-01 16:00:00,vm_0,55.592893574131324,62.95223989259683,105,143.52611690989767,167.67665447455371,0.4887989557641373,16,0
2024-01-01 17:00:00,vm_0,48.19780997694054,77.3934293388652,87,24.088857007399284,144.78624618525043,0.49158602639845794,17,0
2024-01-01 18:00:00,vm_0,55.89950628145669,49.22707060707259,101,19.545228094988147,147.39859808607542,0.4403386761814747,18,0
2024-01-01 19:00:00,vm_0,54.952996293115916,71.0821723702006,83,457.64610003550115,172.07670055603293,0.5101891825054786,19,0
2024-01-01 20:00:00,vm_0,57.84574223530796,50.22565042429526,104,249.08345777970777,158.17969022397665,0.45573179630370836,20,0
2024-01-01 21:00:00,vm_0,37.77681097457315,64.82220481959018,102,91.68326144140401,134.9589777987664,0.40975744947656967,21,0
2024-01-01 22:00:00,vm_0,33.9403182974232,48.54765702442884,115,316.76505053767994,145.2248581854638,0.3509941875371648,22,0
2024-01-01 23:00:00,vm_0,25.577475160741532,18.933679732216977,96,527.104691466378,110.92675032961378,0.21308163997146257,23,0
2024-01-02 00:00:00,vm_0,24.551932406246337,26.843132575315693,112,37.14372325915096,106.20495721613221,0.23241911023738532,0,1
2024-01-02 01:00:00,vm_0,34.55451833392492,41.19536812353372,100,270.006849670734,111.01966775394622,0.31621204480787934,1,1
2024-01-02 02:00:00,vm_0,26.776063105616757,38.74129121670361,110,403.590009473583,103.79144435589188,0.27584470381493464,2,1
2024-01-02 03:00:00,vm_0,32.011843774202305,53.15325726652864,95,19.73920783747211,123.90571365344573,0.34656943235777343,3,1
2024-01-02 04:00:00,vm_0,32.69038445073471,26.318667152131844,93,6.195012420294909,106.44956616517719,0.26159736572540526,4,1
2024-01-02 05:00:00,vm_0,22.964217021197534,50.23092285437637,83,151.5817881251042,83.21971597363466,0.28413752303737305,5,1
2024-01-02 06:00:00,vm_0,32.025839781314566,41.00362375239123,109,115.59668625466027,106.33348878506158,0.3045476258964566,6,1
2024-01-02 07:00:00,vm_0,36.70117931231232,33.914858432982655,106,65.68245227779919,107.2800855528794,0.302061326769349,7,1
2024-01-02 08:00:00,vm_0,34.380399746331,40.838551720077916,96,2.899615944160855,116.38687988059532,0.3161920060977959,8,1
2024-01-02 09:00:00,vm_0,79.05709852191764,63.36975050040432,98,191.3444865826269,207.06301199637113,0.598962850387432,9,1
2024-01-02 10:00:00,vm_0,67.80592157836074,63.86661386239154,100,214.99495281099956,183.58726789840597,0.54625843505998,10,1
2024-01-02 11:00:00,vm_0,66.23944021029175,65.69041666185306,104,157.76287211526403,195.28428803735812,0.5505427260416694,11,1
2024-01-02 12:00:00,vm_0,64.88710838831933,71.59304005277365,82,372.7052080194554,173.5518451275759,0.5519482917626286,12,1
2024-01-02 13:00:00,vm_0,68.70786482814826,79.4261583104859,110,39.06665920808939,193.22887099665377,0.6014014826427123,13,1
2024-01-02 14:00:00,vm_0,72.36842808141188,75.46959904001163,96,83.34673418615063,210.26545392121702,0.6095886910141692,14,1
2024-01-02 15:00:00,vm_0,61.91293652511956,66.79740972319576,111,451.75810290918525,183.13521388997992,0.5323980608260576,15,1
2024-01-02 16:00:00,vm_0,68.726643349848,71.9346406922431,104,69.4045557492394,199.50251591748176,0.5809115018431139,16,1
2024-01-02 17:00:00,vm_0,56.368675825213735,72.6696937457253,101,437.32373284416025,162.6491811879694,0.5186434570132186,17,1
2024-01-02 18:00:00,vm_0,37.158690909867985,48.9675188194502,103,17.571104333721017,119.98434775071037,0.35383105919810665,18,1
2024-01-02 19:00:00,vm_0,51.808580687482,66.3628637181899,108,17.43879873959145,148.8433440692108,0.476660251532182,19,1
2024-01-02 20:00:00,vm_0,53.019188903186155,68.95386951967839,86,2.2837178865083336,149.21495179517075,0.48722434488984806,20,1
2024-01-02 21:00:00,vm_0,48.27596968089044,70.17481467881117,96,405.90050763404594,147.4406694230983,0.4722045905292346,21,1
2024-01-02 22:00:00,vm_0,48.17749027446916,51.260875088540615,104,121.22555113539018,158.35909603307232,0.4202362247767274,22,1
2024-01-02 23:00:00,vm_0,44.41024795435603,26.848297219602117,90,87.19070692334667,146.66056001785375,0.325850107483372,23,1
2024-01-03 00:00:00,vm_0,20.63571858645621,45.584004487889096,94,230.86591672976314,98.69106733820706,0.268171314744775,0,2
2024-01-03 01:00:00,vm_0,36.15177178372471,40.23388804793982,88,95.89473995161923,119.48133167757732,0.3219012839497492,1,2
2024-01-03 02:00:00,vm_0,16.111542944007223,41.90565538101883,112,119.7653654799729,68.53718473259588,0.22877801181212376,2,2
2024-01-03 03:00:00,vm_0,36.99078946439255,39.34410911830518,105,295.961416192103,120.94293457447583,0.3248726590422761,3,2
2024-01-03 04:00:00,vm_0,44.73811709692055,44.316852063496896,113,28.77759107805979,154.3666859326859,0.3849496989512472,4,2
2024-01-03 05:00:00,vm_0,30.311058154718914,22.876431866997386,98,85.62052288502234,125.06550422925594,0.2496997299115702,5,2
2024-01-03 06:00:00,vm_0,45.16193414462468,28.692250952283747,100,122.9173934741395,140.26187689251063,0.33282924019235427,6,2
2024-01-03 07:00:00,vm_0,21.018975814204623,43.366864945626894,87,32.951980311334594,91.28491508085801,0.25939046412604233,7,2
2024-01-03 08:00:00,vm_0,25.36345138209132,22.1848940999364,115,220.25781673047612,96.26006805727597,0.21801251505108485,8,2
2024-01-03 09:00:00,vm_0,57.448159054144696,56.30556306752947,96,234.49148680250843,162.98098986915647,0.47350172136682983,9,2
2024-01-03 10:00:00,vm_0,57.441104671619996,70.60699128820767,110,40.795926412360096,159.4094109798648,0.5163491569430488,10,2
2024-01-03 11:00:00,vm_0,51.16583848567779,85.86051303376205,108,58.187324376479445,130.4103764089358,0.5252090436075717,11,2
2024-01-03 12:00:00,vm_0,86.15997367283386,78.08787579352118,85,152.121359811058,214.21488887587552,0.6730894776222491,12,2
2024-01-03 13:00:00,vm_0,55.7156267752616,63.19844585478377,95,442.41597998860493,154.88752008939304,0.4839128527011549,13,2
2024-01-03 14:00:00,vm_0,81.83155314414255,84.45283875004573,83,176.78461157427472,209.25806069954984,0.6726879531065273,14,2
2024-01-03 15:00:00,vm_0,77.47837198812145,73.8741061612635,102,861.2391544339624,191.86025107612392,0.6184799068667258,15,2
2024-01-03 16:00:00,vm_0,47.761111416199455,72.06812697470107,90,38.0804867325774,120.49462761577675,0.46444667763521175,16,2
